,Pos,Goals,Shots,G/Sh,Assists,PasCmp,Touches,DriPast,CarTotDist,Crs,GCA,TklWon,Press,Clr,Int,Blocks,Fls,AerWon
945,DF,0.0,0.52,0.0,0.0,58.7,80.1,0.52,254.9,2.99,0.21,1.91,14.7,1.6,1.44,2.27,0.98,0.93
946,DF,0.06,1.31,0.05,0.0,55.9,74.5,0.13,179.9,0.0,0.13,0.56,5.31,5.69,1.13,2.19,1.25,5.06
947,DF,0.22,1.73,0.13,0.18,28.8,50.0,0.8,158.2,2.31,0.27,1.11,13.0,1.2,1.16,1.29,1.47,2.62
948,DF,0.03,0.66,0.05,0.0,58.6,74.2,0.21,248.6,0.21,0.07,0.38,4.37,4.16,1.61,1.47,0.28,3.18
949,DF,0.0,0.19,0.0,0.19,35.8,61.7,0.0,172.6,2.45,0.38,1.13,13.4,2.26,2.08,1.32,0.57,0.75
950,DF,0.03,0.42,0.07,0.09,40.4,65.1,0.72,193.2,1.8,0.18,1.32,16.4,2.75,2.31,1.89,1.14,1.29
951,DF,0.0,0.19,0.0,0.0,43.6,59.7,0.52,224.6,0.52,0.0,0.67,11.1,2.05,1.95,1.24,0.76,1.19
952,DF,0.0,0.63,0.0,0.0,31.5,50.9,0.79,164.4,1.59,0.0,1.19,14.1,2.3,1.83,2.3,1.83,1.27
953,DF,0.0,0.79,0.0,0.13,33.6,63.6,1.32,206.4,2.11,0.26,1.84,20.9,2.76,2.24,2.76,1.97,2.11
954,DF,0.17,0.68,0.25,0.04,42.4,59.4,0.3,223.0,0.13,0.04,0.68,7.18,4.36,2.18,1.37,0.81,3.42
955,DF,0.04,0.52,0.07,0.0,58.8,73.3,0.04,232.1,0.0,0.0,0.89,7.3,4.07,2.19,1.93,0.81,3.37
956,DF,0.04,0.59,0.07,0.04,46.4,69.8,0.71,179.8,2.36,0.16,1.54,19.7,3.11,1.38,2.2,1.5,1.61
957,DF,0.07,0.52,0.13,0.0,29.9,47.7,0.07,124.3,0.1,0.07,0.77,10.2,4.48,2.2,2.55,1.05,2.48
958,DF,0.05,0.73,0.07,0.05,30.4,60.4,0.68,166.6,2.84,0.11,2.11,19.6,2.32,2.46,2.27,1.57,1.49
959,DF,0.0,0.24,0.0,0.0,34.0,48.7,0.1,181.8,0.0,0.0,0.92,11.9,3.88,2.14,1.7,0.44,1.75
960,DF,0.0,0.8,0.0,0.06,47.8,71.4,1.03,216.6,3.6,0.17,1.14,13.2,1.37,2.74,2.11,1.54,1.66
961,DF,0.07,0.2,0.33,0.07,54.1,73.7,0.07,208.9,0.2,0.13,1.2,8.2,4.07,2.07,1.47,1.07,3.53
962,DF,0.0,0.59,0.0,0.11,34.1,57.4,0.86,148.5,1.68,0.22,1.95,19.2,2.0,2.11,2.32,1.78,2.16
963,DF,0.11,0.62,0.17,0.0,33.9,49.3,0.19,175.4,0.05,0.0,0.73,5.54,4.89,2.19,1.59,0.62,1.35
964,DF,0.14,1.01,0.14,0.17,33.5,60.2,0.56,99.4,2.52,0.31,1.57,13.0,2.24,1.12,2.48,1.01,1.61
965,DF,0.06,1.01,0.06,0.0,32.6,51.3,0.69,169.4,0.31,0.06,0.57,10.0,4.97,2.89,1.89,1.07,4.28
966,DF,0.12,0.66,0.18,0.06,39.5,57.8,0.24,188.3,0.0,0.06,0.96,8.5,4.55,1.92,1.5,1.62,3.71
967,DF,0.0,0.18,0.0,0.0,60.4,75.2,0.11,251.7,0.07,0.04,0.9,6.5,3.94,1.52,2.02,1.12,2.02
968,DF,0.0,0.23,0.0,0.0,38.0,58.4,0.57,215.3,0.11,0.0,0.69,14.4,5.29,2.18,1.95,1.15,3.45
969,DF,0.0,0.13,0.0,0.21,36.0,59.8,0.34,153.9,2.31,0.25,1.09,9.54,2.56,2.65,1.64,0.67,0.88
970,DF,0.0,1.03,0.0,0.0,31.6,46.0,0.0,145.7,0.0,0.17,0.17,5.69,3.97,2.24,1.9,0.34,1.72
971,DF,0.05,0.22,0.25,0.0,37.6,55.4,0.22,171.0,0.22,0.0,1.31,13.1,3.72,2.95,2.3,1.58,1.31
972,DF,0.0,0.0,0.0,0.14,42.3,64.8,0.58,178.1,1.74,0.14,0.87,7.54,1.59,1.45,1.88,0.72,0.43
973,DF,0.0,0.0,0.0,0.0,48.1,70.0,0.32,169.0,2.42,0.16,1.94,16.8,1.45,0.97,2.26,1.29,1.29
974,DF,0.0,0.63,0.0,0.11,40.8,61.2,0.53,177.9,1.42,0.21,2.0,18.7,2.47,1.74,1.95,2.63,1.74
975,DF,0.0,0.43,0.0,0.0,64.6,81.3,0.29,405.3,0.0,0.0,0.71,8.0,4.0,2.29,0.86,1.29,3.29
976,DF,0.0,0.61,0.0,0.05,47.8,64.1,0.08,199.7,0.18,0.11,0.39,5.66,4.26,1.87,1.39,0.66,2.95
977,DF,0.0,0.62,0.0,0.04,27.0,48.7,0.73,151.4,1.35,0.15,1.0,15.5,2.15,2.08,1.96,1.77,0.96
978,DF,0.05,0.28,0.17,0.05,46.7,66.1,1.03,241.4,0.47,0.05,2.15,15.5,2.62,1.59,2.1,2.06,2.24
979,DF,0.0,0.11,0.0,0.0,31.4,59.5,0.85,146.7,2.55,0.0,2.02,15.5,3.19,1.06,2.02,2.02,1.6
980,DF,0.22,1.21,0.18,0.18,43.3,64.0,0.85,174.0,1.88,0.29,1.4,17.1,1.58,1.88,1.4,1.47,0.44
981,DF,0.0,0.14,0.0,0.0,30.4,49.9,1.3,147.1,1.16,0.14,0.43,13.9,1.74,1.01,1.59,1.3,1.88
982,DF,0.0,0.0,0.0,0.0,33.5,51.8,0.0,92.4,2.35,0.0,0.59,7.06,2.65,1.76,1.18,0.88,1.76
983,DF,0.0,1.15,0.0,0.0,36.2,59.8,0.31,174.1,0.31,0.0,0.92,12.6,4.23,2.38,1.85,0.85,3.46
984,DF,0.0,0.75,0.0,0.0,62.5,80.3,0.0,212.8,0.0,0.0,1.64,7.61,4.03,1.49,1.34,0.9,3.73
985,DF,0.04,0.48,0.09,0.26,43.2,65.4,2.11,283.2,2.28,0.44,0.92,13.0,1.58,1.71,2.19,0.83,1.01
986,DF,0.0,0.17,0.0,0.0,61.3,75.5,0.0,233.0,0.0,0.33,0.67,9.67,2.33,2.33,0.33,1.33,3.33
987,DF,0.0,0.63,0.0,0.08,30.5,51.0,0.32,136.3,0.24,0.08,1.03,10.9,4.6,3.17,1.59,0.79,1.19
988,DF,0.0,0.52,0.0,0.08,46.9,73.0,1.8,280.5,3.33,0.11,2.1,17.6,1.45,1.94,1.86,1.86,0.82
989,DF,0.05,0.26,0.2,0.0,36.2,61.4,0.73,201.1,1.41,0.21,2.36,17.1,2.2,3.14,1.73,1.15,1.36
990,DF,0.12,0.9,0.13,0.0,34.1,52.0,0.09,141.8,0.06,0.0,0.67,7.83,5.91,2.12,1.33,1.8,4.61
991,DF,0.0,0.26,0.0,0.0,68.3,81.0,0.09,375.5,0.0,0.04,0.7,9.52,2.03,2.25,1.59,1.59,1.41
992,DF,0.03,0.74,0.04,0.0,39.7,61.0,0.48,260.5,2.95,0.03,0.98,14.7,1.93,2.11,2.26,0.83,0.89
993,DF,0.0,0.51,0.0,0.0,26.6,47.5,0.19,125.7,0.19,0.0,0.9,7.76,5.32,2.24,1.86,0.9,2.5
994,DF,0.0,0.58,0.0,0.0,43.2,61.7,0.58,148.7,1.16,0.14,1.45,11.6,2.17,1.3,1.74,1.3,2.03
995,DF,0.13,0.63,0.2,0.0,37.8,58.1,0.0,207.4,0.25,0.13,0.75,9.38,3.5,2.25,2.63,0.75,1.5
996,DF,0.0,1.19,0.0,0.15,32.1,66.4,0.75,147.5,3.28,0.3,1.19,12.1,2.09,1.94,4.03,1.79,0.9
997,DF,0.0,0.81,0.0,0.0,63.5,83.2,0.0,285.9,4.59,0.0,0.54,7.3,2.7,0.54,1.08,1.08,1.35
998,DF,0.0,0.23,0.0,0.08,39.9,67.8,2.31,223.2,2.31,0.15,1.77,15.7,2.38,2.77,2.92,1.38,0.77
999,DF,0.0,0.29,0.0,0.0,38.4,57.7,0.07,169.0,0.0,0.04,0.61,5.49,5.74,1.73,2.06,0.51,2.42
1000,DF,0.13,1.17,0.11,0.26,34.2,59.0,0.26,110.8,2.94,0.35,0.43,12.6,1.73,0.95,1.9,1.08,1.43
1001,DF,0.0,0.32,0.0,0.11,33.3,52.7,0.74,125.6,1.28,0.11,1.6,18.5,1.33,1.7,2.82,1.91,0.37
1002,DF,0.04,1.18,0.03,0.0,56.3,77.4,0.27,283.2,0.5,0.11,1.22,8.82,3.85,1.76,1.34,0.38,3.44
1003,DF,0.0,0.0,0.0,0.0,41.4,56.1,0.17,161.4,0.11,0.0,0.39,7.56,3.28,3.44,2.22,0.83,0.89
1004,DF,0.0,0.8,0.0,0.0,26.9,47.2,0.31,130.3,0.62,0.09,1.16,11.8,4.36,2.13,2.13,0.76,2.27
1005,DF,0.0,0.77,0.0,0.11,43.2,59.5,0.99,164.3,0.33,0.22,1.43,12.5,5.16,1.87,1.43,1.54,2.97
1006,DF,0.0,0.48,0.0,0.0,33.7,57.0,0.19,124.3,0.77,0.1,1.15,11.7,3.65,2.98,1.73,2.5,3.17
1007,DF,0.0,0.25,0.0,0.0,35.5,60.3,0.75,175.3,0.25,0.0,0.75,8.5,5.0,2.5,2.5,0.5,3.75
1008,DF,0.0,0.27,0.0,0.27,61.6,87.8,1.08,219.5,4.59,0.54,1.08,11.4,2.16,3.24,0.81,1.35,3.51
1009,DF,0.03,0.23,0.14,0.07,38.0,53.9,0.03,136.7,0.03,0.07,0.5,6.42,5.33,1.59,1.66,0.5,1.56
1010,DF,0.0,0.4,0.0,0.0,71.4,79.2,0.0,238.2,0.0,0.0,0.0,5.0,2.2,0.6,0.2,1.4,0.6
1011,DF,0.0,0.2,0.0,0.0,29.7,45.2,0.15,132.7,0.0,0.0,0.75,9.45,4.97,1.81,1.51,1.46,1.71
1012,DF,0.06,0.31,0.2,0.06,48.9,65.6,0.37,184.5,0.0,0.06,0.98,8.71,5.89,2.45,1.84,1.41,2.33
1013,DF,0.24,0.73,0.33,0.0,37.1,61.7,0.73,118.8,1.95,0.0,2.2,14.4,2.93,1.95,2.44,0.73,2.44
1014,DF,0.0,0.4,0.0,0.0,38.0,67.4,1.0,200.6,2.8,0.0,1.0,7.2,2.4,1.0,1.0,1.4,3.8
1015,DF,0.0,0.43,0.0,0.16,48.1,66.8,0.83,182.5,1.77,0.16,1.14,11.5,2.28,0.98,1.46,1.1,1.42
1016,DF,0.2,2.94,0.07,0.0,42.0,60.8,0.2,102.7,0.39,0.2,0.59,9.41,0.98,2.16,1.18,0.59,1.76
1017,DF,0.07,0.38,0.09,0.0,30.3,53.5,0.49,199.7,0.28,0.03,1.4,10.3,5.1,2.66,1.82,1.26,2.06
1018,DF,0.0,0.15,0.0,0.0,54.7,70.7,0.38,281.3,0.23,0.15,0.94,8.56,3.37,2.58,1.61,1.17,1.96
1019,DF,0.0,0.68,0.0,0.0,30.5,50.6,0.21,136.1,0.46,0.08,0.89,7.76,3.84,2.19,1.48,1.56,1.31
1020,DF,0.06,0.5,0.11,0.03,55.5,72.1,0.34,257.7,0.06,0.06,0.61,6.23,3.99,1.62,1.28,0.53,2.37
1021,DF,0.2,1.56,0.1,0.1,65.4,87.1,1.16,265.3,1.36,0.4,1.51,9.75,0.8,1.91,1.41,0.65,0.4
1022,DF,0.0,0.86,0.0,0.14,37.6,66.6,1.39,158.8,4.36,0.21,1.5,15.3,1.54,2.46,1.93,0.96,1.21
1023,DF,0.0,0.07,0.0,0.0,35.3,51.0,0.15,123.2,0.07,0.0,0.96,11.2,2.94,1.76,1.76,1.32,2.5
1024,DF,0.0,0.28,0.0,0.0,28.7,48.4,0.6,140.0,0.95,0.04,1.55,13.6,2.46,2.1,1.71,1.27,1.59
1025,DF,0.06,0.71,0.08,0.26,34.2,56.7,0.44,133.9,3.65,0.38,0.62,9.74,1.41,0.88,1.06,1.15,0.53
1026,DF,0.0,0.22,0.0,0.0,38.3,57.4,0.07,182.5,0.07,0.0,0.78,8.73,6.08,2.5,1.83,1.64,4.37
1027,DF,0.0,0.53,0.0,0.19,62.2,83.6,1.2,281.2,2.87,0.24,1.96,18.6,1.53,2.34,2.15,1.34,0.77
1028,DF,0.07,0.86,0.09,0.07,65.6,90.1,1.08,309.1,0.3,0.19,1.23,12.5,2.99,3.32,2.05,1.75,2.65
1029,DF,0.0,0.32,0.0,0.0,29.0,47.8,0.07,134.4,0.53,0.0,1.33,12.4,4.42,1.89,2.0,1.75,2.11
1030,DF,0.13,1.0,0.13,0.04,38.7,61.4,0.43,137.8,0.13,0.17,1.78,10.4,5.04,2.39,1.65,1.52,3.96
1031,DF,0.08,0.33,0.25,0.08,46.0,65.2,0.58,198.2,1.17,0.25,1.08,14.0,1.83,2.67,2.0,1.75,1.83
1032,DF,0.08,0.92,0.09,0.08,39.0,59.5,0.34,195.1,1.26,0.17,1.09,9.16,1.68,3.45,2.02,1.6,0.92
1033,DF,0.15,0.76,0.19,0.22,59.6,76.1,1.09,232.3,1.89,0.29,1.71,16.2,0.8,1.64,1.13,0.73,0.36
1034,DF,0.18,0.89,0.2,0.0,65.0,83.0,1.07,261.3,0.54,0.0,0.89,9.64,1.96,1.61,1.96,0.71,2.5
1035,DF,0.03,0.62,0.05,0.0,32.7,51.6,0.12,103.3,0.03,0.0,1.18,8.35,6.09,2.02,2.39,0.87,3.6
1036,DF,0.04,0.48,0.09,0.04,28.9,49.7,0.61,145.0,0.96,0.09,0.7,10.9,2.24,2.19,2.37,1.14,1.14
1037,DF,0.06,0.25,0.25,0.0,21.1,37.2,0.0,81.3,0.0,0.0,1.31,11.9,4.94,1.94,1.75,1.69,2.19
1038,DF,0.0,0.0,0.0,0.0,61.6,80.9,0.3,293.8,0.08,0.08,1.74,13.5,3.03,2.65,1.97,1.36,2.5
1039,DF,0.0,1.1,0.0,0.0,46.6,64.2,0.52,212.7,2.01,0.19,0.52,10.2,1.23,0.39,1.1,1.23,1.95
1040,DF,0.23,0.45,0.5,0.0,36.8,56.6,0.45,218.2,0.23,0.0,0.91,10.7,4.32,2.05,2.27,1.82,4.55
1041,DF,0.0,0.63,0.0,0.21,43.9,70.5,0.67,214.5,2.61,0.25,1.83,16.2,2.85,2.25,2.18,1.09,2.15
1042,DF,0.0,0.35,0.0,0.0,28.5,51.1,1.19,143.8,1.4,0.0,2.52,23.1,1.82,2.52,1.96,1.19,0.98
1043,DF,0.0,0.19,0.0,0.0,40.6,60.4,0.58,210.2,0.0,0.19,0.96,12.7,4.42,2.69,1.35,1.35,2.5
1044,DF,0.24,1.18,0.2,0.24,46.6,69.4,0.79,207.3,2.05,0.39,1.65,15.0,1.73,2.13,1.57,1.1,0.71
1045,DF,0.0,0.41,0.0,0.08,57.1,75.4,0.89,224.2,1.54,0.16,0.89,12.2,1.54,1.54,1.95,1.3,2.03
1046,DF,0.1,0.45,0.21,0.0,28.2,50.2,0.78,142.6,1.62,0.03,0.88,12.9,2.01,1.92,2.4,0.68,1.2
1047,DF,0.0,0.23,0.0,0.0,33.4,48.7,0.09,140.9,0.05,0.0,0.98,8.6,4.05,3.12,1.35,1.12,1.58
1048,DF,0.1,0.82,0.12,0.05,54.3,70.9,0.29,223.1,0.72,0.1,0.72,8.5,2.56,1.74,1.4,1.26,2.95
1049,DF,0.0,0.16,0.0,0.0,33.6,51.6,0.08,122.1,0.16,0.0,0.7,6.67,5.27,2.17,1.55,0.47,2.4
1050,DF,0.0,0.18,0.0,0.04,78.5,97.2,0.62,361.5,0.22,0.18,1.64,11.9,2.79,1.81,1.81,1.02,2.12
1051,DF,0.0,0.39,0.0,0.0,40.9,56.4,0.07,149.5,1.12,0.0,0.39,4.8,2.24,1.45,0.72,0.79,1.32
1052,DF,0.17,1.33,0.1,0.17,47.2,68.9,1.63,297.0,2.29,0.5,1.43,12.8,1.13,1.83,1.26,1.2,0.8
1053,DF,0.16,0.67,0.24,0.03,34.1,52.6,1.12,171.7,1.25,0.13,0.7,12.8,1.47,1.25,2.11,1.44,0.54
1054,DF,0.05,0.46,0.11,0.1,51.2,74.8,0.87,298.7,0.67,0.21,1.23,14.5,3.18,2.87,2.26,1.49,2.92
1055,DF,0.04,0.65,0.06,0.0,43.1,67.4,0.12,202.4,0.08,0.12,1.42,11.3,5.67,2.63,2.23,1.34,3.6
1056,DF,0.0,0.29,0.0,0.0,33.2,58.8,0.29,172.6,2.35,0.0,2.94,23.8,2.35,1.47,1.76,1.47,1.18
1057,DF,0.11,0.43,0.25,0.0,44.5,61.6,0.11,170.1,0.0,0.0,0.74,6.6,5.32,1.6,2.66,0.96,2.98
1058,DF,0.08,0.3,0.29,0.04,23.8,44.6,0.04,105.7,0.13,0.04,1.1,9.75,5.36,1.77,1.27,1.18,3.21
1059,DF,0.0,0.57,0.0,0.0,41.9,67.5,0.75,226.2,4.91,0.19,0.57,13.6,2.08,0.94,0.75,1.32,1.89
1060,DF,0.04,0.35,0.13,0.0,37.8,53.0,0.04,139.2,0.04,0.04,1.24,7.12,3.89,2.17,1.02,0.53,2.48
1061,DF,0.07,0.14,0.5,0.07,36.3,53.8,0.14,138.3,0.0,0.14,0.5,9.06,4.75,1.73,2.45,0.79,3.17
1062,DF,0.05,0.52,0.1,0.0,53.9,77.6,0.47,252.7,0.1,0.0,1.4,12.2,6.01,3.94,2.38,1.4,3.94
1063,DF,0.24,1.9,0.13,0.0,51.2,74.0,0.24,228.3,0.24,0.0,0.95,13.3,3.33,1.19,1.9,1.9,3.81
1064,DF,0.05,0.61,0.08,0.1,68.0,87.6,0.26,315.7,0.1,0.15,1.28,9.29,4.18,2.96,1.43,0.87,4.34
1065,DF,0.04,0.18,0.25,0.0,54.8,71.4,0.71,199.7,0.98,0.04,1.07,9.2,1.51,1.29,1.6,0.71,0.98
1066,DF,0.08,0.5,0.17,0.21,33.6,61.0,0.66,207.4,3.8,0.29,1.49,16.6,2.4,1.82,2.36,0.87,1.32
1067,DF,0.09,0.62,0.15,0.0,52.3,70.3,0.37,282.6,0.06,0.03,1.21,10.8,3.24,2.96,1.25,1.59,2.37
1068,DF,0.0,0.63,0.0,0.13,22.3,55.5,0.63,130.8,3.38,0.13,1.88,18.5,2.75,2.25,2.63,2.5,1.38
1069,DF,0.0,0.28,0.0,0.0,62.2,75.8,0.36,285.7,0.08,0.04,1.37,11.4,1.93,2.33,2.13,1.24,2.45
1070,DF,0.0,0.35,0.0,0.0,43.0,61.4,0.21,253.1,0.07,0.0,0.57,10.8,5.89,1.77,1.7,1.35,3.05
1071,DF,0.04,0.46,0.08,0.04,57.2,80.9,0.15,272.4,0.38,0.08,0.92,9.85,4.14,2.76,2.22,0.84,2.3
1072,DF,0.0,0.31,0.0,0.06,36.9,61.4,0.86,154.6,2.22,0.06,1.36,18.0,2.53,2.16,2.47,1.11,1.11
1073,DF,0.0,0.86,0.0,0.0,40.5,63.3,0.0,205.9,0.52,0.0,1.9,11.4,5.17,3.1,1.21,3.1,3.97
1074,DF,0.0,0.13,0.0,0.0,40.1,61.2,0.66,198.5,0.13,0.09,1.54,12.7,4.76,3.3,1.32,1.45,2.64
1075,DF,0.0,0.43,0.0,0.0,33.6,52.2,0.58,111.4,0.0,0.0,1.16,6.81,4.49,2.46,1.45,0.58,1.74
1076,DF,0.24,1.79,0.14,0.43,69.7,90.7,1.74,281.5,3.96,0.53,1.11,12.8,1.01,1.01,1.4,0.87,1.06
1077,DF,0.08,0.62,0.13,0.03,32.2,49.9,0.11,118.9,0.03,0.11,0.68,5.53,5.64,1.87,1.52,0.54,3.55
1078,DF,0.0,0.35,0.0,0.0,27.0,50.0,0.18,129.8,3.16,0.0,1.05,11.8,2.28,1.58,1.93,1.4,1.4
1079,DF,0.0,0.37,0.0,0.0,30.5,46.7,0.15,124.7,0.07,0.07,1.72,17.2,2.54,2.61,2.31,1.34,1.34
1080,DF,0.07,0.52,0.13,0.0,38.3,55.8,0.13,183.0,0.0,0.0,1.11,11.3,3.92,2.16,2.09,1.7,2.16
1081,DF,0.07,0.28,0.25,0.0,53.0,67.4,0.14,244.4,0.14,0.0,1.41,10.9,2.61,1.27,2.04,1.06,2.11
1082,DF,0.06,0.32,0.2,0.0,34.1,60.8,0.77,151.9,2.58,0.13,1.03,11.1,3.16,1.61,3.16,0.71,1.16
1083,DF,0.0,0.45,0.0,0.0,47.2,72.2,0.45,160.1,0.99,0.09,1.89,16.3,2.97,2.43,2.52,0.72,1.53
1084,DF,0.17,0.34,0.5,0.0,42.6,65.9,0.0,156.7,1.38,0.0,0.34,9.31,2.41,1.72,1.38,1.55,3.1
1085,DF,0.0,0.39,0.0,0.0,33.4,50.4,1.37,165.8,0.0,0.0,1.08,9.22,2.84,2.16,1.86,1.18,2.84
1086,DF,0.0,0.53,0.0,0.0,27.1,44.5,0.08,110.0,0.08,0.0,0.45,6.24,4.36,1.95,2.48,0.45,3.76
1087,DF,0.0,0.28,0.0,0.04,29.5,52.9,1.96,225.5,3.16,0.08,1.2,17.7,1.12,1.44,2.16,1.12,0.52
1088,DF,0.08,0.83,0.09,0.15,38.1,60.3,0.0,147.0,3.23,0.3,0.68,10.2,2.78,1.05,1.8,1.35,3.61
1089,DF,0.05,0.23,0.2,0.09,47.0,64.1,0.19,259.5,0.97,0.19,1.57,16.7,2.41,2.36,2.08,0.74,1.39
1090,DF,0.06,0.28,0.2,0.0,35.3,64.5,1.06,181.2,1.06,0.0,1.61,16.7,3.17,5.22,1.83,1.5,2.28
1091,DF,0.0,0.14,0.0,0.0,37.4,52.7,0.27,138.4,0.0,0.0,1.76,9.46,3.65,3.51,2.16,0.54,0.95
1092,DF,0.0,0.06,0.0,0.06,46.9,62.8,0.5,172.6,2.75,0.16,1.13,10.4,0.91,1.66,0.91,0.84,0.22
1093,DF,0.1,0.65,0.15,0.06,28.9,47.9,0.16,132.9,0.0,0.03,1.13,7.35,4.81,2.0,1.65,0.55,3.9
1094,DF,0.12,0.54,0.22,0.0,68.7,80.2,0.24,247.0,0.3,0.06,1.13,10.7,1.9,1.79,1.37,0.95,1.9
1095,DF,0.0,0.68,0.0,0.09,27.0,48.3,0.34,137.8,0.34,0.17,1.28,8.55,4.1,3.16,1.79,1.2,3.93
1096,DF,0.32,1.4,0.23,0.0,51.4,75.2,0.43,224.7,0.22,0.0,1.51,14.7,4.41,1.94,2.37,1.51,4.09
1097,DF,0.0,0.44,0.0,0.09,31.2,51.4,0.27,110.6,1.33,0.18,1.06,12.5,1.86,2.83,1.5,0.97,1.15
1098,DF,0.04,0.2,0.2,0.0,45.7,64.5,0.04,224.7,0.12,0.08,0.95,11.3,4.78,2.53,1.74,0.4,2.69
1099,DF,0.03,0.43,0.08,0.0,42.8,59.5,0.47,209.6,0.07,0.03,1.1,8.03,3.95,2.14,1.74,0.74,2.88
1100,DF,0.03,0.24,0.14,0.0,75.9,86.0,0.31,344.5,0.07,0.1,0.73,6.92,2.9,1.89,0.94,1.05,1.89
1101,DF,0.0,0.56,0.0,0.0,45.1,61.9,0.11,196.6,0.22,0.0,1.57,13.6,4.38,1.35,2.81,2.25,1.57
1102,DF,0.0,0.33,0.0,0.05,51.0,68.3,0.16,191.4,0.22,0.05,0.77,10.9,3.83,2.24,1.26,0.55,1.42
1103,DF,0.12,1.43,0.08,0.12,26.3,53.5,2.14,225.8,2.02,0.36,1.07,18.5,0.83,1.31,1.07,1.79,1.07
1104,DF,0.0,0.3,0.0,0.0,41.3,62.1,0.33,208.3,0.03,0.03,0.79,10.1,5.03,2.45,1.97,0.82,2.82
1105,DF,0.0,0.0,0.0,0.2,39.2,57.8,0.2,154.3,2.65,0.2,1.02,13.3,1.43,0.61,0.82,1.43,1.43
1106,DF,0.07,0.53,0.13,0.11,44.1,65.1,0.11,173.8,0.98,0.14,1.02,9.72,2.91,1.93,1.58,0.98,1.26
1107,DF,0.04,0.71,0.05,0.11,36.8,60.1,1.93,221.4,2.49,0.26,0.71,8.7,1.64,2.34,2.04,0.63,0.56
1108,DF,0.0,0.36,0.0,0.0,59.5,75.5,0.27,253.3,0.0,0.18,0.73,7.82,4.27,2.55,1.36,1.18,3.73
1109,DF,0.0,0.73,0.0,0.09,30.7,50.1,1.47,171.6,2.2,0.09,1.56,12.4,1.74,1.19,1.65,0.55,0.28
1110,DF,0.07,0.55,0.13,0.0,30.9,43.8,0.22,116.3,0.04,0.0,0.51,6.51,2.95,1.64,1.56,0.62,2.18
1111,DF,0.0,0.1,0.0,0.1,47.7,61.6,0.19,246.8,0.0,0.1,0.77,7.12,4.04,2.69,2.31,1.15,1.63
1112,DF,0.0,0.2,0.0,0.05,49.1,68.4,0.7,236.1,0.25,0.05,1.11,11.7,3.17,2.11,2.71,0.95,1.71
1113,DF,0.15,1.08,0.14,0.15,74.9,91.7,0.77,320.9,0.15,0.31,0.92,12.0,2.92,1.85,1.54,2.0,3.54
1114,DF,0.11,0.41,0.27,0.04,53.4,70.3,0.71,225.3,0.07,0.15,1.61,9.33,3.11,1.5,1.91,1.2,1.84
1115,DF,0.07,0.46,0.14,0.03,62.6,79.6,0.76,292.6,0.36,0.07,0.72,7.24,3.75,1.81,1.35,0.72,2.99
1116,DF,0.03,0.74,0.05,0.0,31.6,56.2,0.24,161.7,0.0,0.0,1.62,13.0,7.97,3.34,2.74,1.39,3.65
1117,DF,0.0,0.33,0.0,0.05,30.5,52.1,0.16,123.4,0.99,0.05,1.1,12.7,2.91,2.64,2.09,1.48,1.76
1118,DF,0.08,0.5,0.15,0.0,35.0,58.8,0.62,156.9,1.31,0.08,1.24,12.1,2.82,2.47,1.66,1.08,2.16
1119,DF,0.0,0.61,0.0,0.0,47.9,64.0,0.0,215.6,0.09,0.0,1.67,15.8,2.63,1.58,1.32,2.28,2.98
1120,DF,0.05,0.32,0.14,0.0,44.5,64.3,0.81,187.1,1.22,0.0,1.4,11.4,2.66,3.2,1.53,1.17,1.22
1121,DF,0.0,0.65,0.0,0.0,44.8,68.7,1.08,257.8,0.18,0.0,0.94,12.5,5.13,4.04,1.99,1.37,3.61
1122,DF,0.09,0.41,0.21,0.06,27.1,45.2,0.0,77.0,0.06,0.06,0.5,6.12,4.88,1.27,1.72,0.8,2.49
1123,DF,0.06,0.74,0.08,0.12,35.3,58.3,0.67,115.3,1.66,0.43,0.67,14.8,1.72,1.6,2.09,0.55,1.04
1124,DF,0.0,0.31,0.0,0.0,26.9,45.7,0.08,130.3,0.23,0.0,1.38,11.5,5.92,2.54,2.23,0.38,2.69
1125,DF,0.13,1.11,0.11,0.0,86.1,97.4,0.1,455.4,0.16,0.13,0.54,4.43,2.48,1.05,0.76,0.48,2.32
1126,DF,0.06,0.53,0.12,0.0,38.1,56.2,0.19,165.0,0.06,0.03,1.5,9.66,5.92,2.24,1.59,0.97,2.62
1127,DF,0.0,0.79,0.0,0.0,33.9,56.1,2.37,257.1,2.89,0.26,0.79,13.2,2.11,2.37,1.05,0.53,1.05
1128,DF,0.04,0.7,0.06,0.0,22.2,41.0,0.04,75.9,0.22,0.04,0.48,6.72,5.85,1.53,2.18,1.0,4.32
1129,DF,0.03,1.5,0.02,0.23,35.8,59.4,1.07,178.5,3.03,0.29,0.62,8.14,1.21,1.3,1.6,0.49,0.55
1130,DF,0.16,0.65,0.25,0.16,47.8,65.8,1.84,285.0,2.49,0.65,0.76,9.95,1.35,1.46,1.19,0.97,0.54
1131,DF,0.03,0.76,0.04,0.03,42.6,61.8,0.59,160.7,1.91,0.15,1.18,12.1,1.44,1.44,1.24,0.85,0.47
1132,DF,0.1,0.31,0.33,0.1,50.0,65.2,0.1,213.0,0.21,0.1,0.52,9.27,2.5,1.77,1.67,1.04,1.56
